  2000000000000000000000,1700000000000000000,500,228753028026869601755624,170000000000000000000000,58823529411764705882352,55435591958779424148759
  3000000000000000000000,1700000000000000000,500,228753028026869601755624,170000000000000000000000,58823529411764705882352,53742283188315888825909
  1000000000000000000000,1500000000000000000,2000,216657268653828683193630,150000000000000000000000,66666666666666666666666,65167485113767549092625
  4000000000000000000000,1500000000000000000,2000,216657268653828683193630,150000000000000000000000,66666666666666666666666,60670262581249532976984
  2000000000000000000000,1500000000000000000,2000,216657268653828683193630,150000000000000000000000,66666666666666666666666,63668354972644024685944
  1000000000000000000000,1500000000000000000,2000,216657268653828683193630,150000000000000000000000,66666666666666666666666,65167485113767549092625
  2000000000000000000000,1500000000000000000,2000,216657268653828683193630,150000000000000000000000,66666666666666666666666,63668354972644024685944
  3000000000000000000000,1500000000000000000,2000,216657268653828683193630,150000000000000000000000,66666666666666666666666,62169279571365144124029
  1000000000000000000000,1600000000000000000,2000,222486789330399129745585,160000000000000000000000,62500000000000000000000,60901107718008755274612
  4000000000000000000000,1600000000000000000,2000,222486789330399129745585,160000000000000000000000,62500000000000000000000,56104896679151127702771
  2000000000000000000000,1600000000000000000,2000,222486789330399129745585,160000000000000000000000,62500000000000000000000,59302289163145897569186
  1000000000000000000000,1600000000000000000,2000,222486789330399129745585,160000000000000000000000,62500000000000000000000,60901107718008755274612
  2000000000000000000000,1600000000000000000,2000,222486789330399129745585,160000000000000000000000,62500000000000000000000,59302289163145897569186
  3000000000000000000000,1600000000000000000,2000,222486789330399129745585,160000000000000000000000,62500000000000000000000,57703550030549794158325
  1000000000000000000000,1700000000000000000,2000,228805865421556244707802,170000000000000000000000,58823529411764705882352,57124992156613722524753
  4000000000000000000000,1700000000000000000,2000,228805865421556244707802,170000000000000000000000,58823529411764705882352,52030049070163833284872
  2000000000000000000000,1700000000000000000,2000,228805865421556244707802,170000000000000000000000,58823529411764705882352,55426559830242739289519
  1000000000000000000000,1700000000000000000,2000,228805865421556244707802,170000000000000000000000,58823529411764705882352,57124992156613722524753
  2000000000000000000000,1700000000000000000,2000,228805865421556244707802,170000000000000000000000,58823529411764705882352,55426559830242739289519
  3000000000000000000000,1700000000000000000,2000,228805865421556244707802,170000000000000000000000,58823529411764705882352,53728241896860335883516
